I,U,SEM_I,SEM_U
0.003118279569892473,1.870967741935484,1.9953484382398026e-05,0.005267719876953115
0.0031231671554252196,1.8752688172043015,6.912089747669035e-06,0.0008779533128255595
0.0031867057673509286,1.8634408602150538,2.2219259851720167e-05,0.0008779533128255293
0.003147605083088954,1.8774193548387095,3.990696876479747e-06,0.003041319488974406
0.003093841642228739,1.8903225806451613,5.486301153627479e-05,0.01351591945158767
0.0031573802541544475,1.881720430107527,7.981393752959258e-06,0.0023228461284616106
0.0031867057673509286,1.8774193548387095,1.0558391493007257e-05,0.005482816681282615
0.003098729227761486,1.903225806451613,8.011268069823558e-05,0.017928313979067814
0.003264907135874878,1.8655913978494623,5.000328854096707e-05,0.012662022747423451
0.003240469208211144,1.8731182795698924,6.912089747669138e-06,0.001755906625650998
0.003098729227761486,1.9086021505376347,0.00010979856921143203,0.025460646071939926
0.003240469208211144,1.8784946236559141,0.0,0.0008779533128255595
0.0032697947214076245,1.864516129032258,1.197209062943877e-05,0.008466675133345975
0.0032600195503421307,1.8903225806451613,7.98139375295914e-06,0.005482816681282542
0.003284457478005865,1.8795698924731183,6.912089747669138e-06,0.0017559066256510585
0.0032893450635386122,1.8698924731182796,3.990696876479629e-06,0.008910252971079636
0.0033040078201368524,1.881720430107527,3.990696876479511e-06,0.0008779533128255293
0.0033333333333333335,1.8827956989247312,1.5962787505918516e-05,0.005340381514606242
0.0033431085043988274,1.8806451612903226,1.197209062943877e-05,0.001520659744487177
0.003343108504398827,1.8806451612903228,0.0,0.0
0.003240469208211144,1.9053763440860212,0.00010182144015640113,0.022826786133463246
0.003264907135874878,1.9043010752688172,8.188225397933572e-05,0.018014095875453835
0.003377321603128055,1.8838709677419356,1.4388662212981169e-05,0.001520659744487177
0.0034066471163245356,1.8827956989247312,7.981393752959258e-06,0.0023228461284616106
0.0034017595307917893,1.8903225806451613,6.912089747669138e-06,0.0069685383853847396
0.0033724340175953077,1.8978494623655913,3.657534102418324e-05,0.007501236392995082
0.0034652981427174974,1.8806451612903228,0.00010119387522495626,0.022961458606518933
0.003357771260997067,1.9000000000000001,7.789529545703427e-05,0.015803159630859133
0.0035092864125122187,1.8731182795698924,2.8777324425962456e-05,0.007501236392995082
0.0034995112414467253,1.8548387096774193,1.596278750591852e-05,0.014506169422830154
0.0034995112414467253,1.881720430107527,7.981393752959258e-06,0.0008779533128254688
0.003426197458455523,1.9021505376344086,5.7968220510450324e-05,0.011000723479012691
0.0034555229716520044,1.8967741935483875,4.6022961524358256e-05,0.010644618211410455
0.0034848484848484847,1.8956989247311826,4.602296152435813e-05,0.00965748644108061
0.0035239491691104598,1.8892473118279571,3.990696876479629e-06,0.003165505686855813
0.0035581622678396876,1.8870967741935487,1.0558391493007234e-05,0.0015206597444872814
0.003563049853372434,1.8870967741935487,0.0,0.001520659744487177
0.0034604105571847503,1.9129032258064518,9.602581966954296e-05,0.021125680327299428
0.0035728250244379278,1.8935483870967742,3.990696876479629e-06,0.003041319488974354
0.0036217008797653958,1.87741935483871,1.8287670512091585e-05,0.003041319488974406
0.003602150537634409,1.886021505376344,3.990696876479747e-06,0.0048882371673784316
0.003616813294232649,1.898924731182796,3.990696876479511e-06,0.004389766564127556
0.0037390029325513195,1.864516129032258,8.985716671969808e-05,0.018437019569335755
0.003748778103616813,1.8666666666666665,8.58695598116939e-05,0.020757608939885736
0.003670576735092864,1.89247311827957,1.0558391493007257e-05,0.0023228461284616215
0.0036803519061583572,1.896774193548387,6.912089747669138e-06,0.003041319488974301
0.0036559139784946237,1.898924731182796,1.4388662212981169e-05,0.003165505686855754
0.0037096774193548384,1.8731182795698924,6.912089747669035e-06,0.008910252971079618
0.003714565004887585,1.8731182795698924,3.990696876479511e-06,0.01012505153535878
0.0036412512218963835,1.9107526881720427,6.819305811813738e-05,0.016750281642362707
0.00375366568914956,1.8881720430107525,1.197209062943877e-05,0.003165505686855855
0.0037683284457478007,1.8892473118279571,1.197209062943877e-05,0.0008779533128255595
0.003782991202346041,1.8849462365591396,6.912089747669138e-06,0.0017559066256509679
0.0038563049853372437,1.8612903225806452,5.398514671157017e-05,0.011876732276545477
0.003910068426197459,1.8193548387096772,9.204592304871646e-05,0.03424017920019488
0.003807429130009775,1.8946236559139784,7.981393752959258e-06,0.0035118132513020563
0.0038172043010752687,1.8892473118279571,3.990696876479629e-06,0.0008779533128254386
0.0038709677419354834,1.8806451612903226,3.6575341024183123e-05,0.006968538385384853
0.0038514173998044966,1.8956989247311828,7.98139375295914e-06,0.0031655056868559136
0.0038709677419354834,1.8870967741935487,2.5038576645619325e-19,0.007901579815429672
0.00386119257086999,1.8956989247311826,3.990696876479629e-06,0.0031655056868558715
0.0038563049853372437,1.8978494623655913,1.197209062943877e-05,0.0008779533128254386
0.003988269794721408,1.87741935483871,6.025820139754635e-05,0.01206986253798042
0.0038807429130009777,1.898924731182796,1.5962787505918282e-05,0.0031655056868557965
0.0039002932551319646,1.8956989247311828,1.828767051209154e-05,0.004389766564127586
0.003919843597262953,1.896774193548387,1.739504439887792e-05,0.004023287512660133
0.003944281524926686,1.8935483870967742,6.912089747669138e-06,0.0026338599384765574
0.003929618768328445,1.8978494623655913,6.912089747669138e-06,0.002322846128461553
0.0039736070381231675,1.8935483870967742,1.197209062943877e-05,0.0015206597444871245
0.003978494623655913,1.8946236559139784,3.9906968764797475e-06,0.001755906625651119
0.003963831867057673,1.8903225806451613,1.0558391493007257e-05,0.009249812115099619
0.003993157380254154,1.8956989247311828,1.0558391493007435e-05,0.004389766564127616
0.004027370478983382,1.8849462365591398,7.981393752959258e-06,0.0017559066256509679
0.003988269794721408,1.8946236559139784,3.6575341024183354e-05,0.019788062712318734
0.00404692082111437,1.8913978494623656,6.912089747669138e-06,0.003165505686855813
0.004037145650048876,1.9053763440860216,1.4388662212981316e-05,0.004389766564127586
0.004027370478983382,1.8892473118279571,4.0501149868543855e-05,0.013629500603463482
0.004105571847507331,1.886021505376344,3.657534102418308e-05,0.007501236392995033
0.004081133919843597,1.898924731182796,3.2665261739595146e-05,0.007186357582710917
0.004056695992179863,1.9010752688172043,4.602296152435827e-05,0.015307639071012624
0.00406158357771261,1.9096774193548385,4.838462823368362e-05,0.006628402153730082
0.0040713587487781035,1.9107526881720431,4.602296152435837e-05,0.01012505153535878
0.004173998044965787,1.8913978494623656,4.602296152435804e-05,0.01012505153535882
0.004159335288367546,1.8967741935483875,3.990696876479747e-06,1.812986607347358e-16
0.004173998044965787,1.8978494623655913,3.990696876479511e-06,0.0008779533128255595
0.004139784946236559,1.8956989247311828,1.4388662212981252e-05,0.00929138451384627
0.004120234604105572,1.9150537634408604,5.398514671157017e-05,0.012291346379557198
0.004193548387096774,1.9021505376344086,6.912089747669138e-06,0.002322846128461508
0.0041984359726295216,1.90752688172043,1.438866221298109e-05,0.001755906625650998
0.004178885630498533,1.911827956989247,3.0129100698773138e-05,0.00575712487606065
0.004232649071358749,1.9064516129032256,1.0558391493007034e-05,0.0026338599384765574
0.004266862170087977,1.920430107526882,9.350501695849943e-05,0.027046092444320404
0.004325513196480938,1.8838709677419354,5.986045314719409e-05,0.012447136454613065
0.004325513196480938,1.896774193548387,3.591627188831654e-05,0.006968538385384796
0.004325513196480938,1.8913978494623656,4.204460052318001e-05,0.009776474334756901
0.004296187683284457,1.90752688172043,6.912089747669138e-06,0.0035118132513021773
0.0042668621700879756,1.913978494623656,3.16751744790219e-05,0.007803419733719487
0.0043304007820136855,1.8903225806451613,1.438866221298109e-05,0.009249812115099645
0.004320625610948192,1.9096774193548385,5.7968220510450324e-05,0.011876732276545362
0.004364613880742913,1.8892473118279571,3.990696876479747e-06,0.005340381514606187
0.004437927663734115,1.8838709677419356,3.479008879775584e-05,0.008046575025320305
